machine_name,category,first_report_date,data_count,avg_operation,max_operation,min_operation,avg_sales,max_sales,avg_gross_profit,max_gross_profit,latest_report_date,latest_operation,latest_sales,latest_gross_profit,operation_contribution_weeks,avg_operation_4w,avg_sales_4w,avg_gross_profit_4w,recent_week_count,avg_operation_12w,avg_gross_profit_12w,recent12_week_count,machine_id,formal_machine_name,maker_name,series_name,sub_series_name,machine_type,is_smart,is_lt,is_active,latest_operation_score,recent4_operation_score,recent12_operation_score,recent_profit_score,long_lifecycle_score,latest_rank_in_category,recent_rank_penalty,active_popularity_score,legend_score,asset_score,active_grade,legend_grade,asset_grade,ai_comment
Pバジリスク～桜花忍法帖～ MD,P,2021-06-16,7,17757.14285714286,33450,9540,32580.14285714286,59907,8023.571428571428,14811,2021-07-28,10480,19178,4650,6,,,,,,,,S_a5b2d3f235,Pバジリスク～桜花忍法帖～ MD,メーシー,バジリスク,,スロット,False,False,False,22.58,,,,2.65,363.0,20,,35.49,,D,D,D,Pバジリスク～桜花忍法帖～ MDは最新稼働10480、直近4週平均稼働0、稼働貢献週6週。現役人気指数nan、長期名機指数35.5、ホール資産指数nan。
PストリートファイターⅤ FRY,P,2022-06-15,6,20188.333333333332,34310,10000,40684.0,66614,5489.666666666667,7295,2022-07-20,10000,20412,2810,6,,,,,,,,P_04f384ea93,PストリートファイターⅤ FRY,藤商事,,,パチンコ,False,False,False,21.42,,,,2.65,437.0,20,,35.44,,D,D,D,PストリートファイターⅤ FRYは最新稼働10000、直近4週平均稼働0、稼働貢献週6週。現役人気指数nan、長期名機指数35.4、ホール資産指数nan。
P北斗の拳8 救世主 SFJE,P,2021-05-19,6,21018.333333333332,34100,12460,39719.5,62656,4876.0,6850,2021-06-23,12460,23760,3014,6,,,,,,,,S_d05901dde4,P北斗の拳8 救世主 SFJE,サミー,北斗の拳,,スロット,False,False,False,27.37,,,,2.65,166.0,20,,35.42,,D,D,D,P北斗の拳8 救世主 SFJEは最新稼働12460、直近4週平均稼働0、稼働貢献週6週。現役人気指数nan、長期名機指数35.4、ホール資産指数nan。
P STEINS；GATE 0 L2-K,P,2024-12-25,10,16990.0,36090,9620,36838.1,75894,6960.7,14715,2025-03-05,9620,21192,4250,8,,,,,,,,P_f364de7f8d,P STEINS；GATE 0 L2-K,ニューギン,,,パチンコ,False,False,False,20.51,,,,3.54,494.0,20,,35.4,,D,D,D,P STEINS；GATE 0 L2-Kは最新稼働9620、直近4週平均稼働0、稼働貢献週8週。現役人気指数nan、長期名機指数35.4、ホール資産指数nan。
P北斗の拳9 闘神 GFG,P,2021-12-15,14,17689.285714285714,37680,9680,37752.92857142857,77688,5063.428571428572,9275,2022-03-30,9680,21014,3138,11,,,,,,,,S_ff2f7da40f,P北斗の拳9 闘神 GFG,サミー,北斗の拳,,スロット,False,False,False,20.65,,,,4.87,485.0,20,,35.35,,D,D,D,P北斗の拳9 闘神 GFGは最新稼働9680、直近4週平均稼働0、稼働貢献週11週。現役人気指数nan、長期名機指数35.4、ホール資産指数nan。
Pぱちんこ仮面ライダー GO-ON LIGHT,P,2021-06-30,22,18633.636363636364,35810,9700,24956.863636363636,44098,3601.8636363636365,5983,2022-04-20,9700,13753,2612,21,,,,,,,,P_b9ed3abe84,Pぱちんこ仮面ライダー GO-ON LIGHT,京楽産業．,,,パチンコ,False,False,False,20.7,,,,9.29,479.0,20,,35.34,,D,D,D,Pぱちんこ仮面ライダー GO-ON LIGHTは最新稼働9700、直近4週平均稼働0、稼働貢献週21週。現役人気指数nan、長期名機指数35.3、ホール資産指数nan。
Pとある科学の超電磁砲2 JMB,P,2024-09-11,11,17390.0,36540,9840,38217.27272727273,77771,6007.727272727273,11085,2025-01-08,10890,23846,4769,10,,,,,,,,P_19243ac13e,Pとある科学の超電磁砲2 JMB,JFJ,,,パチンコ,False,False,False,23.58,,,,4.42,303.0,20,,35.33,,D,D,D,Pとある科学の超電磁砲2 JMBは最新稼働10890、直近4週平均稼働0、稼働貢献週10週。現役人気指数nan、長期名機指数35.3、ホール資産指数nan。
Pギルティクラウン2 ME,P,2023-10-25,3,20556.666666666668,29250,13830,45848.0,63793,8006.0,10436,2023-11-08,13830,31477,6134,3,,,,,,,,P_f366366ff1,Pギルティクラウン2 ME,メーシー,,,パチンコ,False,False,False,30.68,,,,1.33,102.0,20,,35.33,,D,D,D,Pギルティクラウン2 MEは最新稼働13830、直近4週平均稼働0、稼働貢献週3週。現役人気指数nan、長期名機指数35.3、ホール資産指数nan。
Pフィーバートータル・イクリプス V,P,2019-11-27,4,20635.0,30710,13520,29794.75,43541,7036.75,9585,2019-12-18,13520,19642,4708,4,,,,,,,,P_66ca2abedf,Pフィーバートータル・イクリプス V,SANKYO,,,パチンコ,False,False,False,29.93,,,,1.77,110.0,20,,35.31,,D,D,D,Pフィーバートータル・イクリプス Vは最新稼働13520、直近4週平均稼働0、稼働貢献週4週。現役人気指数nan、長期名機指数35.3、ホール資産指数nan。
e女神のカフェテラス FLX,P,2025-11-26,17,19897.058823529413,25850,16330,47670.58823529412,60103,8016.235294117647,11266,2026-03-25,16950,40526,6894,17,,,,,,,,P_782fd78664,e女神のカフェテラス FLX,JFJ,,,スマパチ,True,False,False,38.22,,,,7.52,36.0,0,,35.31,,D,D,D,e女神のカフェテラス FLXは最新稼働16950、直近4週平均稼働0、稼働貢献週17週。現役人気指数nan、長期名機指数35.3、ホール資産指数nan。
Pフィーバー機動戦士ガンダムユニコーン 再来 -白き一角獣と黒き獅子- S,P,2024-08-21,8,18132.5,35690,9590,42242.0,80656,6202.375,13771,2024-10-09,9590,22846,3269,7,,,,,,,,P_b7812d103c,Pフィーバー機動戦士ガンダムユニコーン 再来 -白き一角獣と黒き獅子- S,SANKYO,,,パチンコ,False,False,False,20.43,,,,3.1,499.0,20,,35.28,,D,D,D,Pフィーバー機動戦士ガンダムユニコーン 再来 -白き一角獣と黒き獅子- Sは最新稼働9590、直近4週平均稼働0、稼働貢献週7週。現役人気指数nan、長期名機指数35.3、ホール資産指数nan。
P新鬼武者 H1YZ3,P,2021-08-11,21,16187.142857142857,34930,7420,35113.142857142855,73170,6619.142857142857,14702,2022-02-16,8620,19005,3199,17,,,,,,,,P_ea6cccd6cf,P新鬼武者 H1YZ3,平和,,,パチンコ,False,False,False,18.09,,,,7.52,678.0,20,,35.25,,D,D,D,P新鬼武者 H1YZ3は最新稼働8620、直近4週平均稼働0、稼働貢献週17週。現役人気指数nan、長期名機指数35.2、ホール資産指数nan。
P新世紀エヴァンゲリオン ～未来への咆哮～ SPECIAL EDITION F,P,2023-09-27,25,15408.4,36800,8010,30211.88,69094,5528.16,11513,2024-04-03,8010,15935,3199,22,,,,,,,,P_1ae1af260c,P新世紀エヴァンゲリオン ～未来への咆哮～ SPECIAL EDITION F,ビスティ,エヴァンゲリオン,,パチンコ,False,False,False,16.62,,,,9.73,793.0,20,,35.2,,D,D,D,P新世紀エヴァンゲリオン ～未来への咆哮～ SPECIAL EDITION Fは最新稼働8010、直近4週平均稼働0、稼働貢献週22週。現役人気指数nan、長期名機指数35.2、ホール資産指数nan。
P花満開 月光 THE FINAL,P,2021-10-27,4,21137.5,29590,14160,37787.0,52216,7022.25,9936,2021-11-17,14160,25440,4530,4,,,,,,,,P_172ddd6f2a,P花満開 月光 THE FINAL,西陣,,,パチンコ,False,False,False,31.48,,,,1.77,93.0,20,,35.19,,D,D,D,P花満開 月光 THE FINALは最新稼働14160、直近4週平均稼働0、稼働貢献週4週。現役人気指数nan、長期名機指数35.2、ホール資産指数nan。
P弾球黙示録カイジ沼5 V1U,P,2024-01-31,34,13832.64705882353,37200,7470,30475.70588235294,77865,5947.588235294118,13007,2024-10-09,7470,16977,3569,26,,,,,,,,P_d60fbd711c,P弾球黙示録カイジ沼5 V1U,高尾,,,パチンコ,False,False,False,15.31,,,,11.5,861.0,20,,35.13,,D,D,D,P弾球黙示録カイジ沼5 V1Uは最新稼働7470、直近4週平均稼働0、稼働貢献週26週。現役人気指数nan、長期名機指数35.1、ホール資産指数nan。
e シン・ウルトラマン K3,P,2025-04-16,6,18328.333333333332,31580,7470,44995.833333333336,76203,8158.333333333333,13332,2025-05-21,7470,18518,3431,5,,,,,,,,P_0c8530168f,e シン・ウルトラマン K3,オッケー．,,,スマパチ,True,False,False,15.31,,,,2.21,861.0,20,,35.1,,D,D,D,e シン・ウルトラマン K3は最新稼働7470、直近4週平均稼働0、稼働貢献週5週。現役人気指数nan、長期名機指数35.1、ホール資産指数nan。
eスマパチ シン・エヴァンゲリオン Type カヲル,P,2023-12-27,11,17296.363636363636,37080,8790,37344.09090909091,76526,5470.909090909091,11184,2024-03-06,8790,19520,2995,10,,,,,,,,P_7a6b2f4bc8,eスマパチ シン・エヴァンゲリオン Type カヲル,ビスティ,エヴァンゲリオン,,スマパチ,True,False,False,18.5,,,,4.42,639.0,20,,35.03,,D,D,D,eスマパチ シン・エヴァンゲリオン Type カヲルは最新稼働8790、直近4週平均稼働0、稼働貢献週10週。現役人気指数nan、長期名機指数35.0、ホール資産指数nan。
Pバイオハザード RE:2 LTver.,P,2024-04-17,25,15472.4,35260,8470,34490.0,75063,6284.24,13045,2024-10-09,8470,19245,2860,20,,,,,,,,P_e2794a4cb7,Pバイオハザード RE:2 LTver.,アムテックス,,,LT,False,True,False,17.73,,,,8.85,717.0,20,,34.99,,D,D,D,Pバイオハザード RE:2 LTver.は最新稼働8470、直近4週平均稼働0、稼働貢献週20週。現役人気指数nan、長期名機指数35.0、ホール資産指数nan。
PAぱちんこウルトラセブン2 Light ver.,P,2019-09-11,9,22057.777777777777,33780,16110,28380.777777777777,41558,3124.4444444444443,3986,2019-11-06,16110,21178,2524,9,,,,,,,,P_08a296308b,PAぱちんこウルトラセブン2 Light ver.,京楽産業．,,,甘デジ/ライト,False,False,False,36.19,,,,3.98,47.0,0,,34.94,,D,D,D,PAぱちんこウルトラセブン2 Light ver.は最新稼働16110、直近4週平均稼働0、稼働貢献週9週。現役人気指数nan、長期名機指数34.9、ホール資産指数nan。
Pモモキュンソード MC,P,2020-07-15,29,15481.724137931034,35350,8020,30568.41379310345,66464,6115.9655172413795,13608,2021-02-03,9050,18288,3733,20,,,,,,,,P_16a0b81006,Pモモキュンソード MC,西陣,,,パチンコ,False,False,False,19.13,,,,8.85,588.0,20,,34.89,,D,D,D,Pモモキュンソード MCは最新稼働9050、直近4週平均稼働0、稼働貢献週20週。現役人気指数nan、長期名機指数34.9、ホール資産指数nan。
Pぱちんこ戦国コレクションBLACK LA,P,2022-03-30,6,18136.666666666668,32270,11540,32473.333333333332,57184,7516.5,12377,2022-05-11,12990,22970,6039,6,,,,,,,,P_0b0e18cbbf,Pぱちんこ戦国コレクションBLACK LA,コナミ,,,パチンコ,False,False,False,28.65,,,,2.65,137.0,20,,34.84,,D,D,D,Pぱちんこ戦国コレクションBLACK LAは最新稼働12990、直近4週平均稼働0、稼働貢献週6週。現役人気指数nan、長期名機指数34.8、ホール資産指数nan。
P大工の源さん 超韋駄天 LIGHT,P,2021-04-14,38,15222.631578947368,35260,9120,24500.36842105263,53810,3955.0,7860,2022-03-09,9200,15433,2880,35,,,,,,,,P_cbac296c1d,P大工の源さん 超韋駄天 LIGHT,三洋,,,パチンコ,False,False,False,19.49,,,,15.49,564.0,20,,34.83,,D,D,D,P大工の源さん 超韋駄天 LIGHTは最新稼働9200、直近4週平均稼働0、稼働貢献週35週。現役人気指数nan、長期名機指数34.8、ホール資産指数nan。
P神・天才バカボン～甘神SPEC～ FD-RS,P,2023-02-15,47,14317.446808510638,35180,7880,27284.957446808512,63212,4894.68085106383,11214,2024-03-06,8620,16841,2880,34,,,,,,,,P_7a0c6815a0,P神・天才バカボン～甘神SPEC～ FD-RS,大一商会,,,甘デジ/ライト,False,False,False,18.09,,,,15.04,678.0,20,,34.81,,D,D,D,P神・天才バカボン～甘神SPEC～ FD-RSは最新稼働8620、直近4週平均稼働0、稼働貢献週34週。現役人気指数nan、長期名機指数34.8、ホール資産指数nan。
P真 黄門ちゃま H1AZ5,P,2020-03-11,3,21086.666666666668,29930,14010,38631.333333333336,54135,6518.0,8195,2020-03-25,14010,26002,4886,3,,,,,,,,P_2727f04585,P真 黄門ちゃま H1AZ5,平和,,,パチンコ,False,False,False,31.11,,,,1.33,98.0,20,,34.73,,D,D,D,P真 黄門ちゃま H1AZ5は最新稼働14010、直近4週平均稼働0、稼働貢献週3週。現役人気指数nan、長期名機指数34.7、ホール資産指数nan。
P一騎当千SS斬 孫策Ver.,P,2019-12-25,7,19062.85714285714,30390,11720,34640.42857142857,54049,7375.857142857143,11825,2020-02-12,11720,21731,4674,7,,,,,,,,P_8c56360629,P一騎当千SS斬 孫策Ver.,高尾,,,パチンコ,False,False,False,25.58,,,,3.1,214.0,20,,34.73,,D,D,D,P一騎当千SS斬 孫策Ver.は最新稼働11720、直近4週平均稼働0、稼働貢献週7週。現役人気指数nan、長期名機指数34.7、ホール資産指数nan。
Pらんま1/2 熱血格闘遊戯 199Ver.,P,2021-12-29,23,15797.826086956522,35800,9030,29369.521739130436,64889,5524.217391304348,13331,2022-06-08,9260,17832,3518,19,,,,,,,,P_c023b7839a,Pらんま1/2 熱血格闘遊戯 199Ver.,高尾,,,甘デジ/ライト,False,False,False,19.64,,,,8.41,556.0,20,,34.67,,D,D,D,Pらんま1/2 熱血格闘遊戯 199Ver.は最新稼働9260、直近4週平均稼働0、稼働貢献週19週。現役人気指数nan、長期名機指数34.7、ホール資産指数nan。
PA大海物語4 スペシャル with アグネス・ラム RBA,P,2021-02-17,85,13616.117647058823,25580,9790,14917.35294117647,24887,2158.0470588235294,3309,2023-09-06,10140,11586,1908,84,,,,,,,,P_ec277d3dfd,PA大海物語4 スペシャル with アグネス・ラム RBA,三洋,海物語,,甘デジ/ライト,False,False,False,21.76,,,,37.17,418.0,20,,34.63,,D,D,D,PA大海物語4 スペシャル with アグネス・ラム RBAは最新稼働10140、直近4週平均稼働0、稼働貢献週84週。現役人気指数nan、長期名機指数34.6、ホール資産指数nan。
P真バジリスク～甲賀忍法帖～ MQ,P,2022-06-15,9,18044.444444444445,33740,8410,36925.444444444445,66650,6472.222222222223,11158,2022-08-10,8410,17463,3137,7,,,,,,,,S_99af53e764,P真バジリスク～甲賀忍法帖～ MQ,メーシー,バジリスク,,スロット,False,False,False,17.58,,,,3.1,724.0,20,,34.63,,D,D,D,P真バジリスク～甲賀忍法帖～ MQは最新稼働8410、直近4週平均稼働0、稼働貢献週7週。現役人気指数nan、長期名機指数34.6、ホール資産指数nan。
P 009 RE:CYBORG ACCELERATOR EDITION M4-K,P,2021-11-17,141,10532.198581560284,36670,6780,20155.81560283688,67400,4480.234042553191,14445,2026-06-10,7490,14945,3415,51,7360.0,14752.5,3684.0,2.0,7360.0,3684.0,2.0,P_8b3c3d8957,P 009 RE:CYBORG ACCELERATOR EDITION M4-K,ニューギン,,,パチンコ,False,False,True,15.36,5.62,5.98,24.79,22.57,860.0,20,0.0,34.62,24.96,D,D,D,P 009 RE:CYBORG ACCELERATOR EDITION M4-Kは最新稼働7490、直近4週平均稼働7360、稼働貢献週51週。現役人気指数0.0、長期名機指数34.6、ホール資産指数25.0。
Pパチンコ閃乱カグラ2 胸躍る199Ver.,P,2021-01-04,6,19060.0,31380,10810,37432.833333333336,60809,6908.333333333333,10757,2021-02-03,10810,21420,3824,6,,,,,,,,P_1e79bba9b5,Pパチンコ閃乱カグラ2 胸躍る199Ver.,高尾,,,甘デジ/ライト,False,False,False,23.38,,,,2.65,317.0,20,,34.61,,D,D,D,Pパチンコ閃乱カグラ2 胸躍る199Ver.は最新稼働10810、直近4週平均稼働0、稼働貢献週6週。現役人気指数nan、長期名機指数34.6、ホール資産指数nan。
P戦国乙女7 終焉の関ケ原 L9YY7,P,2025-01-15,22,15000.0,37750,8140,32345.81818181818,76599,5427.954545454545,12459,2025-07-09,8290,18680,3106,17,,,,,,,,P_c8c52c0897,P戦国乙女7 終焉の関ケ原 L9YY7,アムテックス,戦国乙女,,パチンコ,False,False,False,17.29,,,,7.52,749.0,20,,34.56,,D,D,D,P戦国乙女7 終焉の関ケ原 L9YY7は最新稼働8290、直近4週平均稼働0、稼働貢献週17週。現役人気指数nan、長期名機指数34.6、ホール資産指数nan。
P新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODEL,P,2024-02-14,30,15450.0,33200,10800,27633.833333333332,56607,5237.466666666666,9533,2024-09-11,10800,19580,3779,30,,,,,,,,P_de23bca474,P新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODEL,ビスティ,エヴァンゲリオン,,パチンコ,False,False,False,23.36,,,,13.27,320.0,20,,34.55,,D,D,D,P新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODELは最新稼働10800、直近4週平均稼働0、稼働貢献週30週。現役人気指数nan、長期名機指数34.5、ホール資産指数nan。
P織田信奈の野望 全国版 MGa,P,2021-05-19,17,17289.41176470588,32870,10240,31438.529411764706,57900,5870.294117647059,12489,2021-09-08,10240,19095,3645,17,,,,,,,,P_e99ad3c54c,P織田信奈の野望 全国版 MGa,西陣,,,パチンコ,False,False,False,22.0,,,,7.52,401.0,20,,34.54,,D,D,D,P織田信奈の野望 全国版 MGaは最新稼働10240、直近4週平均稼働0、稼働貢献週17週。現役人気指数nan、長期名機指数34.5、ホール資産指数nan。
e ソードアート・オンライン 閃光の軌跡 K7,P,2024-12-25,39,13338.205128205129,39260,7640,29311.46153846154,81710,4933.974358974359,15354,2026-06-24,7850,18388,3658,24,7940.0,18376.4,3342.2,5.0,7940.0,3342.2,5.0,P_750e7c6ed1,e ソードアート・オンライン 閃光の軌跡 K7,京楽産業．,ソードアート・オンライン,,スマパチ,True,False,True,16.23,7.17,7.53,22.91,10.62,832.0,20,0.0,34.51,23.75,D,D,D,e ソードアート・オンライン 閃光の軌跡 K7は最新稼働7850、直近4週平均稼働7940、稼働貢献週24週。現役人気指数0.0、長期名機指数34.5、ホール資産指数23.8。
Pぶいぶい!ゴジラ かいじゅう大集合!! M3-K1,P,2019-09-11,7,19900.0,30010,12900,25778.0,38718,6580.0,8727,2019-10-23,12900,16885,4714,7,,,,,,,,P_b26feeee94,Pぶいぶい!ゴジラ かいじゅう大集合!! M3-K1,ニューギン,,,パチンコ,False,False,False,28.43,,,,3.1,144.0,20,,34.5,,D,D,D,Pぶいぶい!ゴジラ かいじゅう大集合!! M3-K1は最新稼働12900、直近4週平均稼働0、稼働貢献週7週。現役人気指数nan、長期名機指数34.5、ホール資産指数nan。
PシンデレラブレイドJQX,P,2022-09-14,6,17370.0,31630,8820,31993.333333333332,56928,8202.0,13088,2022-10-19,8820,16450,4423,5,,,,,,,,P_d1b165dd49,PシンデレラブレイドJQX,JFJ,,,パチンコ,False,False,False,18.57,,,,2.21,634.0,20,,34.47,,D,D,D,PシンデレラブレイドJQXは最新稼働8820、直近4週平均稼働0、稼働貢献週5週。現役人気指数nan、長期名機指数34.5、ホール資産指数nan。
P魔法少女リリカルなのは 2人の絆 XCB,P,2020-02-12,10,17425.0,36020,5500,26598.2,54382,5509.5,11160,2020-04-30,5500,8750,1949,8,,,,,,,,P_e7a928d68d,P魔法少女リリカルなのは 2人の絆 XCB,三洋,バジリスク,絆,パチンコ,False,False,False,10.55,,,,3.54,907.0,20,,34.45,,D,D,D,P魔法少女リリカルなのは 2人の絆 XCBは最新稼働5500、直近4週平均稼働0、稼働貢献週8週。現役人気指数nan、長期名機指数34.5、ホール資産指数nan。
P結城友奈は勇者である MAa,P,2020-11-11,9,16347.777777777777,32570,8840,31855.88888888889,60490,8267.333333333334,16185,2021-01-06,10660,21142,5922,7,,,,,,,,P_1eaca5c924,P結城友奈は勇者である MAa,西陣,,,パチンコ,False,False,False,23.02,,,,3.1,339.0,20,,34.45,,D,D,D,P結城友奈は勇者である MAaは最新稼働10660、直近4週平均稼働0、稼働貢献週7週。現役人気指数nan、長期名機指数34.5、ホール資産指数nan。
P貞子vs伽椰子 頂上決戦 FUZ,P,2019-12-25,5,19422.0,28630,12630,38355.2,56356,7875.2,11432,2020-01-29,12630,25144,5001,5,,,,,,,,P_eec5b0bbd2,P貞子vs伽椰子 頂上決戦 FUZ,藤商事,,,パチンコ,False,False,False,27.78,,,,2.21,155.0,20,,34.42,,D,D,D,P貞子vs伽椰子 頂上決戦 FUZは最新稼働12630、直近4週平均稼働0、稼働貢献週5週。現役人気指数nan、長期名機指数34.4、ホール資産指数nan。
P弾球黙示録カイジ沼5 ざわっ・・・79Ver.,P,2024-10-30,82,11540.487804878048,28150,9360,16340.243902439024,37977,3796.609756097561,7947,2026-06-24,10890,15463,3406,75,10676.666666666666,15214.333333333334,3370.0,6.0,11014.615384615385,3504.3076923076924,13.0,P_5fe9bbdbac,P弾球黙示録カイジ沼5 ざわっ・・・79Ver.,高尾(オーイズミ),,,パチンコ,False,False,True,23.58,14.5,15.73,23.06,33.19,303.0,20,0.0,34.41,27.32,D,D,D,P弾球黙示録カイジ沼5 ざわっ・・・79Ver.は最新稼働10890、直近4週平均稼働10677、稼働貢献週75週。現役人気指数0.0、長期名機指数34.4、ホール資産指数27.3。
PA大海物語5 ブラック LT99ver.,P,2025-03-12,64,14480.15625,26470,11830,22445.8125,40736,3852.8125,5778,2026-06-24,14160,21900,3498,64,13531.666666666666,20991.5,3369.0,6.0,13641.538461538461,3577.153846153846,13.0,P_827dc7795a,PA大海物語5 ブラック LT99ver.,三洋,海物語,大海5,甘デジ/ライト,False,True,True,31.48,22.14,22.74,23.06,28.32,93.0,20,5.43,34.4,28.59,D,D,D,PA大海物語5 ブラック LT99ver.は最新稼働14160、直近4週平均稼働13532、稼働貢献週64週。現役人気指数5.4、長期名機指数34.4、ホール資産指数28.6。
PA激デジジューシーハニー3 NCY,P,2021-06-02,66,13199.545454545454,31240,8600,17875.166666666668,38970,3222.6060606060605,6266,2023-03-22,8600,12535,2441,60,,,,,,,,P_4850822033,PA激デジジューシーハニー3 NCY,サンセイR&D,,,甘デジ/ライト,False,False,False,18.04,,,,26.55,686.0,20,,34.4,,D,D,D,PA激デジジューシーハニー3 NCYは最新稼働8600、直近4週平均稼働0、稼働貢献週60週。現役人気指数nan、長期名機指数34.4、ホール資産指数nan。
デジハネPA<物語>シリーズ セカンドシーズン GSA,P,2021-12-01,8,21503.75,33330,15160,27739.875,41321,3253.75,3864,2022-01-19,15160,19696,2376,8,,,,,,,,P_a3145c65da,デジハネPA<物語>シリーズ セカンドシーズン GSA,サミー,,,甘デジ/ライト,False,False,False,33.89,,,,3.54,70.0,20,,34.34,,D,D,D,デジハネPA<物語>シリーズ セカンドシーズン GSAは最新稼働15160、直近4週平均稼働0、稼働貢献週8週。現役人気指数nan、長期名機指数34.3、ホール資産指数nan。
Pフィーバーからくりサーカス V,P,2022-08-17,26,15293.076923076924,36910,8710,31229.615384615383,70914,4671.961538461538,10057,2023-02-08,8710,18267,2748,21,,,,,,,,P_feaa7b5ac9,Pフィーバーからくりサーカス V,SANKYO,,,パチンコ,False,False,False,18.31,,,,9.29,656.0,20,,34.31,,D,D,D,Pフィーバーからくりサーカス Vは最新稼働8710、直近4週平均稼働0、稼働貢献週21週。現役人気指数nan、長期名機指数34.3、ホール資産指数nan。
P真・一騎当千～桃園の誓い～129ver.,P,2024-02-14,38,15084.736842105263,34840,8640,28829.0,63016,4587.105263157895,11212,2024-12-18,8640,17362,3435,29,,,,,,,,P_d812aabdfa,P真・一騎当千～桃園の誓い～129ver.,ディ・ライト,,,パチンコ,False,False,False,18.14,,,,12.83,671.0,20,,34.29,,D,D,D,P真・一騎当千～桃園の誓い～129ver.は最新稼働8640、直近4週平均稼働0、稼働貢献週29週。現役人気指数nan、長期名機指数34.3、ホール資産指数nan。
P真・花の慶次3 -黄金一閃- TL5-MX,P,2023-02-01,19,15057.368421052632,36930,8630,33278.89473684211,78739,5917.894736842105,12144,2023-06-14,9640,21611,3920,14,,,,,,,,P_e9f80d0023,P真・花の慶次3 -黄金一閃- TL5-MX,ニューギン,花の慶次,,パチンコ,False,False,False,20.55,,,,6.19,490.0,20,,34.27,,D,D,D,P真・花の慶次3 -黄金一閃- TL5-MXは最新稼働9640、直近4週平均稼働0、稼働貢献週14週。現役人気指数nan、長期名機指数34.3、ホール資産指数nan。
Pひぐらしのなく頃に～廻～ AM,P,2020-01-15,30,14672.666666666666,36160,6740,27474.866666666665,62530,5501.366666666667,11547,2021-01-06,10520,20472,5271,21,,,,,,,,P_a63cf2f49b,Pひぐらしのなく頃に～廻～ AM,大一商会,,,パチンコ,False,False,False,22.68,,,,9.29,355.0,20,,34.26,,D,D,D,Pひぐらしのなく頃に～廻～ AMは最新稼働10520、直近4週平均稼働0、稼働貢献週21週。現役人気指数nan、長期名機指数34.3、ホール資産指数nan。
P交響詩篇エウレカセブン ANEMONE SFPA,P,2023-12-13,5,18766.0,32070,11960,37488.2,62940,6540.2,10203,2024-01-10,12550,24920,5522,5,,,,,,,,P_fa81c32791,P交響詩篇エウレカセブン ANEMONE SFPA,サミー,,,甘デジ/ライト,False,False,False,27.59,,,,2.21,161.0,20,,34.24,,D,D,D,P交響詩篇エウレカセブン ANEMONE SFPAは最新稼働12550、直近4週平均稼働0、稼働貢献週5週。現役人気指数nan、長期名機指数34.2、ホール資産指数nan。
Pガールズ＆パンツァー 劇場版 L9YU3Y,P,2021-05-19,12,17716.666666666668,34710,10530,34188.583333333336,62714,5017.333333333333,7404,2021-08-04,10530,20890,3259,12,,,,,,,,P_16a3071712,Pガールズ＆パンツァー 劇場版 L9YU3Y,平和,,,パチンコ,False,False,False,22.71,,,,5.31,353.0,20,,34.23,,D,D,D,Pガールズ＆パンツァー 劇場版 L9YU3Yは最新稼働10530、直近4週平均稼働0、稼働貢献週12週。現役人気指数nan、長期名機指数34.2、ホール資産指数nan。
Pぱちんこガラスの仮面 M-K1,P,2020-01-15,4,19025.0,29460,11170,29405.0,45073,7713.0,11649,2020-02-05,11170,17550,4744,4,,,,,,,,P_22b0e99157,Pぱちんこガラスの仮面 M-K1,ニューギン,,,パチンコ,False,False,False,24.25,,,,1.77,271.0,20,,34.21,,D,D,D,Pぱちんこガラスの仮面 M-K1は最新稼働11170、直近4週平均稼働0、稼働貢献週4週。現役人気指数nan、長期名機指数34.2、ホール資産指数nan。
P ayumi hamasaki ～LIVE in CASINO～ KG-F,P,2019-10-16,5,18788.0,28770,10990,28831.4,43227,8090.8,11139,2019-11-13,10990,17001,5344,5,,,,,,,,P_c5c68ef557,P ayumi hamasaki ～LIVE in CASINO～ KG-F,ディ・ライト,,,パチンコ,False,False,False,23.82,,,,2.21,296.0,20,,34.2,,D,D,D,P ayumi hamasaki ～LIVE in CASINO～ KG-Fは最新稼働10990、直近4週平均稼働0、稼働貢献週5週。現役人気指数nan、長期名機指数34.2、ホール資産指数nan。
P蒼天の拳 天刻 GEA,P,2021-07-14,11,20707.272727272728,33210,11710,40006.36363636364,61243,3309.4545454545455,5009,2021-09-22,11710,23277,2790,11,,,,,,,,P_3ead4cecfe,P蒼天の拳 天刻 GEA,サミー,,,パチンコ,False,False,False,25.56,,,,4.87,217.0,20,,34.17,,D,D,D,P蒼天の拳 天刻 GEAは最新稼働11710、直近4週平均稼働0、稼働貢献週11週。現役人気指数nan、長期名機指数34.2、ホール資産指数nan。
