raw_machine_name,suggested_machine_id,suggested_formal_machine_name,suggested_category,suggested_series_name,suggested_sub_series_name,suggested_machine_type,reason,review_status
PA咲-Saki- 阿知賀編 99バージョン,P_0c353965d4,PA咲-Saki- 阿知賀編 99バージョン,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA巨人の星 一球入魂 明子2000Ver,P_a35c0abe8a,PA巨人の星 一球入魂 明子2000Ver,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA巨人の星～栄光の軌跡～ Light version,P_7cfcd2997d,PA巨人の星～栄光の軌跡～ Light version,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA怪盗おそ松さん HC-R,P_853e3b7636,PA怪盗おそ松さん HC-R,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA戦国BASARA N-5V1,P_0370a10434,PA戦国BASARA N-5V1,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA清流物語4 ウキウキ79ver.,P_0b6e323d70,PA清流物語4 ウキウキ79ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA激デジ ジューシーハニーハーレム RAY,P_f5c0bcb748,PA激デジ ジューシーハニーハーレム RAY,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA激デジ 笑ゥせぇるすまん 最後の忠告 MPY,P_1c513ce24c,PA激デジ 笑ゥせぇるすまん 最後の忠告 MPY,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA激デジジューシーハニー3 NCY,P_4850822033,PA激デジジューシーハニー3 NCY,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA真・怪獣王ゴジラ N2-K6,P_5ce1f6da0a,PA真・怪獣王ゴジラ N2-K6,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA真・怪獣王ゴジラ NL-K1,P_d86b4307d3,PA真・怪獣王ゴジラ NL-K1,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA真・怪獣王ゴジラ2 78Ver.,P_77b8087086,PA真・怪獣王ゴジラ2 78Ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA真・暴れん坊将軍 双撃 99Ver.,P_c16067067d,PA真・暴れん坊将軍 双撃 99Ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA緋弾のアリアAA JD設定付,P_7fa7df0016,PA緋弾のアリアAA JD設定付,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA緋弾のアリアⅢ FW設定付,P_e59aee68d0,PA緋弾のアリアⅢ FW設定付,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA緋弾のアリア～緋弾覚醒編～甘デジver.,P_d31fca3fdf,PA緋弾のアリア～緋弾覚醒編～甘デジver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA聖闘士星矢4 The Battle of ”限界突破” 女神シリーズ,P_0f6d136cc0,PA聖闘士星矢4 The Battle of ”限界突破” 女神シリーズ,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA貞子vs伽椰子 頂上決戦 FWA,P_801301fba2,PA貞子vs伽椰子 頂上決戦 FWA,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA遠山の金さん2 遠山桜と華の密偵 JWD,P_3e769b9ae5,PA遠山の金さん2 遠山桜と華の密偵 JWD,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA野生の王国Ⅵ N2,P_4b9cdd8418,PA野生の王国Ⅵ N2,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA野生の王国～どらむサファリ～ 99Ver.,P_fd6d118405,PA野生の王国～どらむサファリ～ 99Ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA鉄拳 極 SWEET COMBO VER.,P_73bc6f556e,PA鉄拳 極 SWEET COMBO VER.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA銀河英雄伝説 Die Neue These 遊パチスペック,P_808b4496fa,PA銀河英雄伝説 Die Neue These 遊パチスペック,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PA魔王学院の不適合者 魔王再臨 99Ver,P_f1243c8a75,PA魔王学院の不適合者 魔王再臨 99Ver,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
PLT OVERLORD魔導王光臨 129ver.,P_fbcb80e4d3,PLT OVERLORD魔導王光臨 129ver.,P,,,LT,series_name未分類のため確認推奨,pending
PLT OVERLORD魔導王光臨 ME,P_b5aaab011c,PLT OVERLORD魔導王光臨 ME,P,,,LT,series_name未分類のため確認推奨,pending
PLTジューシーハニー極嬢 MA,P_c9dfa17b5d,PLTジューシーハニー極嬢 MA,P,,,LT,series_name未分類のため確認推奨,pending
PLT世界でいちばん強くなりたい!2 MQ,P_4c77c1106d,PLT世界でいちばん強くなりたい!2 MQ,P,,,LT,series_name未分類のため確認推奨,pending
PLT激デジ ジューシーハニー極嬢 77LT-ARB,P_457829fbd6,PLT激デジ ジューシーハニー極嬢 77LT-ARB,P,,,LT,series_name未分類のため確認推奨,pending
PYRAMID EYE,P_64eddada20,PYRAMID EYE,P,,,パチンコ,series_name未分類のため確認推奨,pending
P【超甘LT】江頭2:50inナナシー 奇跡の99%,P_9b2e7843bb,P【超甘LT】江頭2:50inナナシー 奇跡の99%,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P【超甘LT】華牌RR 1/49×99de遊タイム,P_f8e4f6afe5,P【超甘LT】華牌RR 1/49×99de遊タイム,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P【超甘LT】豊丸のとあるパチンコにしみけん参戦 感度UP1/39,P_451dc67c85,P【超甘LT】豊丸のとあるパチンコにしみけん参戦 感度UP1/39,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
Pあの日見た花の名前を僕達はまだ知らない。 SLJA,P_be16110f0f,Pあの日見た花の名前を僕達はまだ知らない。 SLJA,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pあぶない刑事 129ver.,P_d9b4346b51,Pあぶない刑事 129ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pあぶない刑事 M4-Z YT900,P_569d6825e3,Pあぶない刑事 M4-Z YT900,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pいくさの子 織田三郎信長伝 GFPF,P_35db4b85db,Pいくさの子 織田三郎信長伝 GFPF,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pうしおととら～超獣SPEC～ FM-JH,P_1b6493d84e,Pうしおととら～超獣SPEC～ FM-JH,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pうまい棒 4500から10500 V1,P_aff8e215b5,Pうまい棒 4500から10500 V1,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pうまい棒 4500～10500,P_1512734a20,Pうまい棒 4500～10500,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pうまい棒2 V3,P_6a517fca0d,Pうまい棒2 V3,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pうる星やつら～Eternal Love Song～ 129ver.,P_23a6cadd56,Pうる星やつら～Eternal Love Song～ 129ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pうる星やつら～Eternal Love Song～ L2-K,P_9337fd7b58,Pうる星やつら～Eternal Love Song～ L2-K,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pえとたま2 神祭 MY,P_f29aea0c30,Pえとたま2 神祭 MY,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pえとたま2 神祭 干支甘,P_91134436d7,Pえとたま2 神祭 干支甘,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
Pおそ松さんの頑張れ! ゴールデンロード 625Ver.,P_4d1d859e9a,Pおそ松さんの頑張れ! ゴールデンロード 625Ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pおばけらんど 怪 199Ver.,P_05015ad58a,Pおばけらんど 怪 199Ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
Pおばけらんど 怪 319Ver.(威吹枠),P_e3db03213f,Pおばけらんど 怪 319Ver.(威吹枠),P,,,パチンコ,series_name未分類のため確認推奨,pending
Pこの素晴らしい世界に祝福を 199LT「このラッキートリガーに祝福を!」,P_e536964d27,Pこの素晴らしい世界に祝福を 199LT「このラッキートリガーに祝福を!」,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
Pこの素晴らしい世界に祝福を! 199LT「このラッキートリガーに祝福を!」,P_ef1de4b559,Pこの素晴らしい世界に祝福を! 199LT「このラッキートリガーに祝福を!」,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
Pすしざんまい 極上5700,P_0b57b18647,Pすしざんまい 極上5700,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pだるまっしゅ2 119ver.,P_06aed39d4b,Pだるまっしゅ2 119ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pだるまっしゅ2 M7-KC,P_3e5a20b9ee,Pだるまっしゅ2 M7-KC,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pとある科学の超電磁砲 FSB,P_8ef8a0600f,Pとある科学の超電磁砲 FSB,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pとある科学の超電磁砲 最強御坂ver.,P_964a2985db,Pとある科学の超電磁砲 最強御坂ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pとある科学の超電磁砲2 JMB,P_19243ac13e,Pとある科学の超電磁砲2 JMB,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pとある魔術の禁書目録 JUA,P_c5d6297447,Pとある魔術の禁書目録 JUA,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pとある魔術の禁書目録 Light PREMIUM ver.,P_8f2dadcacf,Pとある魔術の禁書目録 Light PREMIUM ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pとある魔術の禁書目録2 JMZ,P_a7c50dddbe,Pとある魔術の禁書目録2 JMZ,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pとある魔術の禁書目録2 Light PREMIUM 2000 ver.,P_5ab33bdab1,Pとある魔術の禁書目録2 Light PREMIUM 2000 ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pはぐれ刑事純情派 L6-XY,P_2ed67ac598,Pはぐれ刑事純情派 L6-XY,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pはねものファインプレー H3,P_4d5cf234ce,Pはねものファインプレー H3,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ GANTZ:3 LAST BATTLE M3,P_03f8b2185a,Pぱちんこ GANTZ:3 LAST BATTLE M3,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ GANTZ極 M3,P_ff103c7930,Pぱちんこ GANTZ極 M3,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ GANTZ覚醒 RUSH180,P_2698c043da,Pぱちんこ GANTZ覚醒 RUSH180,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ ウルトラセブン 超乱舞,P_dc9afeb43e,Pぱちんこ ウルトラセブン 超乱舞,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ ウルトラマンタロウ2,P_41b70fd563,Pぱちんこ ウルトラマンタロウ2,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ ウルトラマンティガ ウルトラ超光ライトver.,P_db587425b8,Pぱちんこ ウルトラマンティガ ウルトラ超光ライトver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ キン肉マン3 キン肉星王位争奪編 友情シルバー,P_5a2ceff7df,Pぱちんこ キン肉マン3 キン肉星王位争奪編 友情シルバー,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ キン肉マン3 キン肉星王位争奪編 火事場ゴールド,P_07f654aedd,Pぱちんこ キン肉マン3 キン肉星王位争奪編 火事場ゴールド,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ 乃木坂46 キュンキュンLIGHT ver.,P_c3b6be2e4b,Pぱちんこ 乃木坂46 キュンキュンLIGHT ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ 乃木坂46 トレジャースペック KCJ2,P_3883981d5a,Pぱちんこ 乃木坂46 トレジャースペック KCJ2,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ 水戸黄門 超極上 KC1,P_15b1018491,Pぱちんこ 水戸黄門 超極上 KC1,P,,,パチンコ,series_name未分類のため確認推奨,pending
PぱちんこAKB48 ワン・ツー・スリー!!フェスティバル L1,P_61081e4e5f,PぱちんこAKB48 ワン・ツー・スリー!!フェスティバル L1,P,,,パチンコ,series_name未分類のため確認推奨,pending
PぱちんこAKB48-3～誇りの丘～ Light Version,P_7c9915ac4a,PぱちんこAKB48-3～誇りの丘～ Light Version,P,,,パチンコ,series_name未分類のため確認推奨,pending
PぱちんこGANTZ:2 Sweet ばーじょん,P_4c71b20c6e,PぱちんこGANTZ:2 Sweet ばーじょん,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこアズールレーン THE ANIMATION MC2,P_578c90466f,Pぱちんこアズールレーン THE ANIMATION MC2,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこウルトラ6兄弟 K3,P_b947c3f1ac,Pぱちんこウルトラ6兄弟 K3,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこウルトラマンタロウ2 超決戦LIGHT ver.,P_5241431194,Pぱちんこウルトラマンタロウ2 超決戦LIGHT ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこウルトラマンティガ K17,P_0d2ad8a39e,Pぱちんこウルトラマンティガ K17,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこウルトラマンティガ ウルトラ超光ライトver.,P_172195dd15,Pぱちんこウルトラマンティガ ウルトラ超光ライトver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこガラスの仮面 M-K1,P_22b0e99157,Pぱちんこガラスの仮面 M-K1,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこガラスの仮面 ML-K1,P_3310f0bae0,Pぱちんこガラスの仮面 ML-K1,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ乃木坂46 KJ2,P_098ceb5aae,Pぱちんこ乃木坂46 KJ2,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ仮面ライダー GO-ON LIGHT,P_b9ed3abe84,Pぱちんこ仮面ライダー GO-ON LIGHT,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ仮面ライダー 轟音 M6,P_b280516b7b,Pぱちんこ仮面ライダー 轟音 M6,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ仮面ライダー 闇のライダーver. K2,P_9513d7ac3e,Pぱちんこ仮面ライダー 闇のライダーver. K2,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ冬のソナタForever M2,P_09452d8ed5,Pぱちんこ冬のソナタForever M2,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ戦国コレクション LU,P_0754e49666,Pぱちんこ戦国コレクション LU,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ戦国コレクションBLACK LA,P_0b0e18cbbf,Pぱちんこ戦国コレクションBLACK LA,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ新・必殺仕置人 K3,P_d54e7700db,Pぱちんこ新・必殺仕置人 K3,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぱちんこ新鬼武者 狂鬼乱舞 ズバババ90XX9,P_db65a69f2f,Pぱちんこ新鬼武者 狂鬼乱舞 ズバババ90XX9,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pひぐらしのなく頃に 輪廻転生 FM-JT,P_d6b8409c77,Pひぐらしのなく頃に 輪廻転生 FM-JT,P,,転生,パチンコ,series_name未分類のため確認推奨,pending
Pひぐらしのなく頃に～廻～ 219ver.,P_e32bd3f507,Pひぐらしのなく頃に～廻～ 219ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pひぐらしのなく頃に～廻～ AM,P_a63cf2f49b,Pひぐらしのなく頃に～廻～ AM,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pひぐらしのなく頃に～憩～ 119ver.,P_3d463dac58,Pひぐらしのなく頃に～憩～ 119ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pひぐらしのなく頃に～瞬～ AM-S,P_1f8462fb12,Pひぐらしのなく頃に～瞬～ AM-S,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pひぐらしのなく頃に～蕾～ FH-T,P_030c4fa81a,Pひぐらしのなく頃に～蕾～ FH-T,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pぶいぶい!ゴジラ かいじゅう大集合!! M3-K1,P_b26feeee94,Pぶいぶい!ゴジラ かいじゅう大集合!! M3-K1,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pほのかとクールポコと、ときどき武藤敬司 Y3F,P_5905dc3792,Pほのかとクールポコと、ときどき武藤敬司 Y3F,P,,,パチンコ,series_name未分類のため確認推奨,pending
Pめぞん一刻～Wedding Story～ H1YX1,P_23b330e8ee,Pめぞん一刻～Wedding Story～ H1YX1,P,,,パチンコ,series_name未分類のため確認推奨,pending
