raw_machine_name,suggested_machine_id,suggested_formal_machine_name,suggested_category,suggested_series_name,suggested_sub_series_name,suggested_machine_type,reason,review_status
L聖闘士星矢 海皇覚醒 CUSTOM EDITION,S_a5511e6383,L聖闘士星矢 海皇覚醒 CUSTOM EDITION,S,,,スマスロ,series_name未分類のため確認推奨,pending
L花笠,S_04bf0c9741,L花笠,S,,,スマスロ,series_name未分類のため確認推奨,pending
L虚構推理,S_941a72e6d8,L虚構推理,S,,,スマスロ,series_name未分類のため確認推奨,pending
L賞金首Angel,S_dd1314d6d0,L賞金首Angel,S,,,スマスロ,series_name未分類のため確認推奨,pending
L防空少女ラブキューレ2～極限の共鳴～,S_8062ebf1c3,L防空少女ラブキューレ2～極限の共鳴～,S,,,スマスロ,series_name未分類のため確認推奨,pending
L麻雀格闘倶楽部 覚醒,S_d02fb415f2,L麻雀格闘倶楽部 覚醒,S,,,スマスロ,series_name未分類のため確認推奨,pending
L麻雀物語(2025年),S_4272384ef1,L麻雀物語(2025年),S,,,スマスロ,series_name未分類のため確認推奨,pending
OVER-SLOT AINZ OOAL GOWN絶対支配者光臨,S_9ca894d98d,OVER-SLOT AINZ OOAL GOWN絶対支配者光臨,S,,,スロット,series_name未分類のため確認推奨,pending
Pアクエリオン ALL STARS bV,S_1c061e711c,Pアクエリオン ALL STARS bV,S,,,スロット,series_name未分類のため確認推奨,pending
Pターミネーター2 連撃FULL AUTO VER.,S_33cab2b1e9,Pターミネーター2 連撃FULL AUTO VER.,S,,,スロット,series_name未分類のため確認推奨,pending
Pデビルマン THE FINAL N4-S,S_995e58500b,Pデビルマン THE FINAL N4-S,S,,,スロット,series_name未分類のため確認推奨,pending
Pフィーバー蒼穹のファフナー3 EXODDUS 織姫Light ver.,S_090053e72f,Pフィーバー蒼穹のファフナー3 EXODDUS 織姫Light ver.,S,,,スロット,series_name未分類のため確認推奨,pending
Pフィーバー蒼穹のファフナー3 EXODUS 超蒼穹3800ver.,S_518533e7a3,Pフィーバー蒼穹のファフナー3 EXODUS 超蒼穹3800ver.,S,,,スロット,series_name未分類のため確認推奨,pending
Pフィーバー革命機ヴァルヴレイヴ2 Light ver.,S_6a4f4abff1,Pフィーバー革命機ヴァルヴレイヴ2 Light ver.,S,,,スロット,series_name未分類のため確認推奨,pending
Pフィーバー革命機ヴァルヴレイヴ2 S,S_1a92830fcc,Pフィーバー革命機ヴァルヴレイヴ2 S,S,,,スロット,series_name未分類のため確認推奨,pending
Pフィーバー革命機ヴァルヴレイヴ2 カミツキver.,S_a1774b1467,Pフィーバー革命機ヴァルヴレイヴ2 カミツキver.,S,,,スロット,series_name未分類のため確認推奨,pending
Pフィーバー革命機ヴァルヴレイヴ3 Light ver.,S_4bf1d45498,Pフィーバー革命機ヴァルヴレイヴ3 Light ver.,S,,,スロット,series_name未分類のため確認推奨,pending
Pフィーバー革命機ヴァルヴレイヴ3 R,S_1674d4d0d4,Pフィーバー革命機ヴァルヴレイヴ3 R,S,,,スロット,series_name未分類のため確認推奨,pending
Pプロゴルファー猿 EMPEROR MODEL M4,S_ac8011eb62,Pプロゴルファー猿 EMPEROR MODEL M4,S,,,スロット,series_name未分類のため確認推奨,pending
P学園黙示録HIGH SCHOOL OF THE DEAD 2 弾丸319Ver.,S_150c616822,P学園黙示録HIGH SCHOOL OF THE DEAD 2 弾丸319Ver.,S,,,スロット,series_name未分類のため確認推奨,pending
P真・座頭市物語 DL-MX,S_97fba83700,P真・座頭市物語 DL-MX,S,,,スロット,series_name未分類のため確認推奨,pending
P結城友奈は勇者である ALL RUSH,S_72070a8732,P結城友奈は勇者である ALL RUSH,S,,,スロット,series_name未分類のため確認推奨,pending
P花満開 月光 THE FINAL ZC,S_99827533bc,P花満開 月光 THE FINAL ZC,S,,,スロット,series_name未分類のため確認推奨,pending
SLOT STEINS；GATE,S_4d498eb3da,SLOT STEINS；GATE,S,,,パチスロ,series_name未分類のため確認推奨,pending
SLOTえとたま,S_c6d7adbb9d,SLOTえとたま,S,,,パチスロ,series_name未分類のため確認推奨,pending
SLOTとある科学の超電磁砲,S_540ef2665c,SLOTとある科学の超電磁砲,S,,,パチスロ,series_name未分類のため確認推奨,pending
SLOTアカギ～闇に降り立った天才～,S_127a495795,SLOTアカギ～闇に降り立った天才～,S,,,パチスロ,series_name未分類のため確認推奨,pending
SLOTアルドノア・ゼロ,S_8e8b2d91f2,SLOTアルドノア・ゼロ,S,,,パチスロ,series_name未分類のため確認推奨,pending
SLOTギルティクラウン,S_08e205659f,SLOTギルティクラウン,S,,,パチスロ,series_name未分類のため確認推奨,pending
SLOTタブー・タトゥー,S_1c43c3dbed,SLOTタブー・タトゥー,S,,,パチスロ,series_name未分類のため確認推奨,pending
SLOTデビルマンχ,S_fd0a03f57f,SLOTデビルマンχ,S,,,パチスロ,series_name未分類のため確認推奨,pending
SLOTドルアーガの塔,S_5d7d05ac93,SLOTドルアーガの塔,S,,,パチスロ,series_name未分類のため確認推奨,pending
SLOTマッピー,S_6c63f66ca4,SLOTマッピー,S,,,パチスロ,series_name未分類のため確認推奨,pending
SLOTメイドインアビス,S_b462674a39,SLOTメイドインアビス,S,,,パチスロ,series_name未分類のため確認推奨,pending
SLOT忍者じゃじゃ丸くん,S_ac764e0e2a,SLOT忍者じゃじゃ丸くん,S,,,パチスロ,series_name未分類のため確認推奨,pending
いろはに愛姫,S_7c6a0db469,いろはに愛姫,S,,,スロット,series_name未分類のため確認推奨,pending
ご～やちゃんぷる～-25,S_3a66cd9890,ご～やちゃんぷる～-25,S,,,スロット,series_name未分類のため確認推奨,pending
ご～やちゃんぷる～-30,S_ef8eed23f2,ご～やちゃんぷる～-30,S,,,スロット,series_name未分類のため確認推奨,pending
ぱちすろ けものフレンズ,S_c1038ffb23,ぱちすろ けものフレンズ,S,,,スロット,series_name未分類のため確認推奨,pending
ぱちスロ ウルトラセブン(2017年),S_455f862081,ぱちスロ ウルトラセブン(2017年),S,,,スロット,series_name未分類のため確認推奨,pending
ぱちスロ ウルトラマンタロウ 暴君SPEC,S_0bfd78c611,ぱちスロ ウルトラマンタロウ 暴君SPEC,S,,,スロット,series_name未分類のため確認推奨,pending
ぱちスロ ギャグダー,S_737109a363,ぱちスロ ギャグダー,S,,,スロット,series_name未分類のため確認推奨,pending
ぱちスロ 沖ハナ-30,S_8ac1a283f7,ぱちスロ 沖ハナ-30,S,,,スロット,series_name未分類のため確認推奨,pending
みうのおしゃべりパチスロ,S_ef477bcf42,みうのおしゃべりパチスロ,S,,,パチスロ,series_name未分類のため確認推奨,pending
もっと!クレアの秘宝伝～女神の歌声と太陽の子供達～,S_6839a45f40,もっと!クレアの秘宝伝～女神の歌声と太陽の子供達～,S,,,スロット,series_name未分類のため確認推奨,pending
もっと!チバリヨ-25,S_b83e7f594b,もっと!チバリヨ-25,S,,,沖スロ,series_name未分類のため確認推奨,pending
もっと!チバリヨ-30(2022年),S_61df3d8256,もっと!チバリヨ-30(2022年),S,,,沖スロ,series_name未分類のため確認推奨,pending
もっと！クレアの秘宝伝～女神の歌声と太陽の子供達～,S_3404f27280,もっと！クレアの秘宝伝～女神の歌声と太陽の子供達～,S,,,スロット,series_name未分類のため確認推奨,pending
もっと！チバリヨ-30(2022年),S_c341d349bd,もっと！チバリヨ-30(2022年),S,,,沖スロ,series_name未分類のため確認推奨,pending
やじきた道中記乙,S_3a965c1fc2,やじきた道中記乙,S,,,スロット,series_name未分類のため確認推奨,pending
アオハル♪操 A-LIVE,S_b8ab89a148,アオハル♪操 A-LIVE,S,,,スロット,series_name未分類のため確認推奨,pending
アカメが斬る!,S_9a3f601614,アカメが斬る!,S,,,スロット,series_name未分類のため確認推奨,pending
アナターのオット!?はーです,S_dad76897dc,アナターのオット!?はーです,S,,,スロット,series_name未分類のため確認推奨,pending
アバサー,S_53ae6d3833,アバサー,S,,,スロット,series_name未分類のため確認推奨,pending
アバサー30,S_b779ddf2e8,アバサー30,S,,,スロット,series_name未分類のため確認推奨,pending
アレックス(2018年),S_20969704c7,アレックス(2018年),S,,,スロット,series_name未分類のため確認推奨,pending
ウルトラちゃぶ台返し,S_6234bd9cc3,ウルトラちゃぶ台返し,S,,,スロット,series_name未分類のため確認推奨,pending
カードバトルパチスロ ガンダム クロスオーバー,S_5886af1c5c,カードバトルパチスロ ガンダム クロスオーバー,S,,,パチスロ,series_name未分類のため確認推奨,pending
ガールズ＆パンツァー 劇場版,S_fb146238f8,ガールズ＆パンツァー 劇場版,S,,,スロット,series_name未分類のため確認推奨,pending
キャッツ・アイ(2022年),S_6301559ca3,キャッツ・アイ(2022年),S,,,スロット,series_name未分類のため確認推奨,pending
キングクリエーター30,S_877deef453,キングクリエーター30,S,,,スロット,series_name未分類のため確認推奨,pending
クランキークレスト,S_615f1e3362,クランキークレスト,S,,,スロット,series_name未分類のため確認推奨,pending
クレアの秘宝伝 女神の夢と魔法の遺跡,S_ab2bce7a3b,クレアの秘宝伝 女神の夢と魔法の遺跡,S,,,スロット,series_name未分類のため確認推奨,pending
クレアの秘宝伝 ～眠りの塔とめざめの石～,S_67d1437a4a,クレアの秘宝伝 ～眠りの塔とめざめの石～,S,,,スロット,series_name未分類のため確認推奨,pending
サラリーマン金太郎 出世回胴編,S_1b95b2a34e,サラリーマン金太郎 出世回胴編,S,,,スロット,series_name未分類のため確認推奨,pending
サンダーVライトニング,S_70f000d541,サンダーVライトニング,S,,,スロット,series_name未分類のため確認推奨,pending
シャア専用パチスロ 逆襲の赤い彗星,S_cfbb5cd7b4,シャア専用パチスロ 逆襲の赤い彗星,S,,,パチスロ,series_name未分類のため確認推奨,pending
シリウス,S_29a2f163ae,シリウス,S,,,スロット,series_name未分類のため確認推奨,pending
シンデレラブレイド4,S_cbe517ac1c,シンデレラブレイド4,S,,,スロット,series_name未分類のため確認推奨,pending
スカイガールズ～ゼロノツバサ～,S_0089d4fae2,スカイガールズ～ゼロノツバサ～,S,,,スロット,series_name未分類のため確認推奨,pending
スターパルサー,S_31985b3fc7,スターパルサー,S,,,スロット,series_name未分類のため確認推奨,pending
スナイパイ71,S_1cbc07dd2e,スナイパイ71,S,,,スロット,series_name未分類のため確認推奨,pending
スロドル,S_4515f4ee29,スロドル,S,,,スロット,series_name未分類のため確認推奨,pending
スーハナライジング-30,S_c14d24e644,スーハナライジング-30,S,,,スロット,series_name未分類のため確認推奨,pending
スーパービンゴギャラクシー,S_bf12c02d3d,スーパービンゴギャラクシー,S,,,スロット,series_name未分類のため確認推奨,pending
スーパービンゴネオ,S_39d1f44359,スーパービンゴネオ,S,,,スロット,series_name未分類のため確認推奨,pending
スーパービンゴネオ-30,S_84ad848822,スーパービンゴネオ-30,S,,,スロット,series_name未分類のため確認推奨,pending
スーパービンゴネオクラシック,S_9e905bc655,スーパービンゴネオクラシック,S,,,スロット,series_name未分類のため確認推奨,pending
スーパービンゴネオクラシック-30,S_73cc7bd93b,スーパービンゴネオクラシック-30,S,,,スロット,series_name未分類のため確認推奨,pending
スーパーリオエース,S_da428d4d3f,スーパーリオエース,S,,,スロット,series_name未分類のため確認推奨,pending
スーパーリノMAX,S_021a459fa4,スーパーリノMAX,S,,,スロット,series_name未分類のため確認推奨,pending
スーパーリノSP,S_5cd56d4e08,スーパーリノSP,S,,,スロット,series_name未分類のため確認推奨,pending
チバリヨ(2022年),S_4b47021fb4,チバリヨ(2022年),S,,,沖スロ,series_name未分類のため確認推奨,pending
チバリヨ-30(2021年),S_b7a901b48d,チバリヨ-30(2021年),S,,,沖スロ,series_name未分類のため確認推奨,pending
デカスタPデビルマン THE FINAL 179ver.,S_bdabaef1ea,デカスタPデビルマン THE FINAL 179ver.,S,,,スロット,series_name未分類のため確認推奨,pending
デカスタP戦国無双 100ver.,S_1f82051059,デカスタP戦国無双 100ver.,S,,無双,スロット,series_name未分類のため確認推奨,pending
デカスタP戦国無双 HM3,S_8be38c0430,デカスタP戦国無双 HM3,S,,無双,スロット,series_name未分類のため確認推奨,pending
ドリームクルーン2,S_9241350271,ドリームクルーン2,S,,,スロット,series_name未分類のため確認推奨,pending
ドンちゃん2(2019年),S_b77cff3059,ドンちゃん2(2019年),S,,,スロット,series_name未分類のため確認推奨,pending
ニューゲッターマウス,S_2cb355a2ec,ニューゲッターマウス,S,,,スロット,series_name未分類のため確認推奨,pending
ニューパルサーDXⅢ,S_84551f4e1d,ニューパルサーDXⅢ,S,,,スロット,series_name未分類のため確認推奨,pending
ニューパルサーSP4 with 太鼓の達人,S_e50ba2b349,ニューパルサーSP4 with 太鼓の達人,S,,,スロット,series_name未分類のため確認推奨,pending
ニューパルサーSPⅢ,S_a83f4f60d3,ニューパルサーSPⅢ,S,,,スロット,series_name未分類のため確認推奨,pending
ノーゲーム・ノーライフ THE SLOT,S_96ee3eb50d,ノーゲーム・ノーライフ THE SLOT,S,,,スロット,series_name未分類のため確認推奨,pending
ハイスクールD×D2 ハーレム王に俺はなる,S_1116e8a8cf,ハイスクールD×D2 ハーレム王に俺はなる,S,,,スロット,series_name未分類のため確認推奨,pending
ハイハイシオサイ2,S_23634940c5,ハイハイシオサイ2,S,,,スロット,series_name未分類のため確認推奨,pending
ハイパーブラックジャック,S_dea9874c1c,ハイパーブラックジャック,S,,,スロット,series_name未分類のため確認推奨,pending
ハイビリターン-30,S_0428d9a575,ハイビリターン-30,S,,,スロット,series_name未分類のため確認推奨,pending
ハナビ(2015年),S_3ed6a6a88e,ハナビ(2015年),S,,,スロット,series_name未分類のため確認推奨,pending
バイオハザードリベレーションズ,S_cf856b8250,バイオハザードリベレーションズ,S,,,スロット,series_name未分類のため確認推奨,pending
バハマ30(2024年),S_a8674b72bb,バハマ30(2024年),S,,,スロット,series_name未分類のため確認推奨,pending
バーサス(2016年),S_7cdcf29cbf,バーサス(2016年),S,,,スロット,series_name未分類のため確認推奨,pending
バーサスリヴァイズ,S_b66116739a,バーサスリヴァイズ,S,,,スロット,series_name未分類のため確認推奨,pending
パチスロ Angel Beats!,S_99d5412667,パチスロ Angel Beats!,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ BIOHAZARD 7 resident evil,S_b64e32bab9,パチスロ BIOHAZARD 7 resident evil,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ BLOOD+ 二人の女王,S_07570bdb39,パチスロ BLOOD+ 二人の女王,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ BOOWY,S_1e0d3e5ff8,パチスロ BOOWY,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ KING黄門ちゃま,S_ac131bd444,パチスロ KING黄門ちゃま,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ TIGER&BUNNY SP,S_50f9564ced,パチスロ TIGER&BUNNY SP,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ TIGER＆BUNNY,S_23a3e953dc,パチスロ TIGER＆BUNNY,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ うしおととら 雷槍一閃,S_4eed0441d0,パチスロ うしおととら 雷槍一閃,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ かまいたちの夜,S_7653de2fa8,パチスロ かまいたちの夜,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ この素晴らしい世界に祝福を!,S_9a4f8103b2,パチスロ この素晴らしい世界に祝福を!,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ アイドルマスター ミリオンライブ!,S_1ea6d75c69,パチスロ アイドルマスター ミリオンライブ!,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ アクエリオン ALL STARS,S_176c786ac2,パチスロ アクエリオン ALL STARS,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ アラジンAⅡ,S_114be62896,パチスロ アラジンAⅡ,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ エウレカセブンAO,S_4042a53391,パチスロ エウレカセブンAO,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ガメラ(2021年),S_c01716279a,パチスロ ガメラ(2021年),S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ガメラ2,S_1546db3105,パチスロ ガメラ2,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ガールフレンド(仮)～聖櫻学園メモリアル～,S_1e624252a9,パチスロ ガールフレンド(仮)～聖櫻学園メモリアル～,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ケロット3,S_6ab12367b9,パチスロ ケロット3,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ケロット4,S_a9609bb575,パチスロ ケロット4,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ コードギアス 反逆のルルーシュ3,S_e5424db385,パチスロ コードギアス 反逆のルルーシュ3,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ コードギアス 反逆のルルーシュR2,S_8e789cc4d2,パチスロ コードギアス 反逆のルルーシュR2,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ サクラ大戦～熱き血潮に～,S_9be40ab6c1,パチスロ サクラ大戦～熱き血潮に～,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ サラリーマン金太郎～MAX～,S_6636efeec5,パチスロ サラリーマン金太郎～MAX～,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ セイクリッドセブン,S_f25c183471,パチスロ セイクリッドセブン,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ゼーガペイン2,S_57a0a6c330,パチスロ ゼーガペイン2,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ダンまち外伝 ソード・オラトリア,S_c751100e92,パチスロ ダンまち外伝 ソード・オラトリア,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ダンジョンに出会いを求めるのは間違っているだろうか2,S_d88e2b624f,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか2,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ディスクアップ,S_7a2cfb47ad,パチスロ ディスクアップ,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ディスクアップ2,S_5e0f750628,パチスロ ディスクアップ2,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ デビル メイ クライ5,S_3510450bdd,パチスロ デビル メイ クライ5,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ トータル・イクリプス,S_9e336921ac,パチスロ トータル・イクリプス,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ トータル・イクリプス2,S_040e27bb0e,パチスロ トータル・イクリプス2,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ドリフターズ,S_518c55563a,パチスロ ドリフターズ,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ バイオハザード RE:2,S_17f30a0e41,パチスロ バイオハザード RE:2,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ピンクパンサーSP,S_4690173747,パチスロ ピンクパンサーSP,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ファイヤードリフト,S_d397063460,パチスロ ファイヤードリフト,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ファンタシースターオンライン2,S_09dff6b61d,パチスロ ファンタシースターオンライン2,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ フレームアームズ・ガール,S_81211da0cd,パチスロ フレームアームズ・ガール,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ マクロスデルタ,S_155ddaa4c8,パチスロ マクロスデルタ,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ マクロスフロンティア2,S_06a8df286f,パチスロ マクロスフロンティア2,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ マクロスフロンティア3,S_dbcbc3a62e,パチスロ マクロスフロンティア3,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ モンスターハンター 月下雷鳴,S_6e8ad110bf,パチスロ モンスターハンター 月下雷鳴,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ モンスターハンター:ワールド,S_86ee7f9dbd,パチスロ モンスターハンター:ワールド,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ モンスターハンター:ワールド 黄金狩猟,S_f8a1fddf65,パチスロ モンスターハンター:ワールド 黄金狩猟,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ モンスターハンターワールド:アイスボーン,S_32ef7959d4,パチスロ モンスターハンターワールド:アイスボーン,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ モンスターハンター～狂竜戦線～,S_089ccdcba9,パチスロ モンスターハンター～狂竜戦線～,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ヤッターマン 絶対正義,S_5843c7ff86,パチスロ ヤッターマン 絶対正義,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ラブ嬢,S_b462306e9b,パチスロ ラブ嬢,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ラブ嬢Ⅱ,S_8a76fbfa05,パチスロ ラブ嬢Ⅱ,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ラブ嬢Ⅱ+,S_5dd84acbac,パチスロ ラブ嬢Ⅱ+,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ リング 呪いの7日間,S_0b84ace89c,パチスロ リング 呪いの7日間,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ リング 終焉ノ刻,S_f8a85fc7b2,パチスロ リング 終焉ノ刻,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ リング 運命の秒刻,S_bae93499f3,パチスロ リング 運命の秒刻,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ リングにかけろ1 ワールドチャンピオンカーニバル編,S_bc04043644,パチスロ リングにかけろ1 ワールドチャンピオンカーニバル編,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ ロリクラほーるど!,S_8a12e58294,パチスロ ロリクラほーるど!,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 七つの大罪,S_5c20e1eaae,パチスロ 七つの大罪,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 亜人,S_d9133aedc0,パチスロ 亜人,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 交響詩篇エウレカセブン2,S_eb02d0854e,パチスロ 交響詩篇エウレカセブン2,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 偽物語,S_bd404c2207,パチスロ 偽物語,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 化物語,S_9c78d641fd,パチスロ 化物語,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 咲-Saki-,S_6bf616770f,パチスロ 咲-Saki-,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 哲也 -天運地力-,S_46c9662dc9,パチスロ 哲也 -天運地力-,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 地獄少女 あとはあなたが決めることよ,S_7f1d322092,パチスロ 地獄少女 あとはあなたが決めることよ,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 地獄少女 宵伽,S_238f660b2a,パチスロ 地獄少女 宵伽,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 天元突破グレンラガン,S_feffa7cb43,パチスロ 天元突破グレンラガン,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 学園黙示録HIGHSCHOOL OF THE DEAD GOLD,S_5050f01345,パチスロ 学園黙示録HIGHSCHOOL OF THE DEAD GOLD,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 戦国†恋姫,S_149c3791e0,パチスロ 戦国†恋姫,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 戦姫絶唱シンフォギア,S_6753f540af,パチスロ 戦姫絶唱シンフォギア,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 戦姫絶唱シンフォギア 勇気の歌,S_a845422195,パチスロ 戦姫絶唱シンフォギア 勇気の歌,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 探偵オペラ ミルキィホームズR 大収穫祭!!!!,S_739a600a75,パチスロ 探偵オペラ ミルキィホームズR 大収穫祭!!!!,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 新鬼武者(2020年),S_1f746cfd43,パチスロ 新鬼武者(2020年),S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 新鬼武者2,S_8290cecd6d,パチスロ 新鬼武者2,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 春一番,S_1a505e85f5,パチスロ 春一番,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 月華 雅,S_7b857e7c5b,パチスロ 月華 雅,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 東京レイヴンズ,S_3e11da8a11,パチスロ 東京レイヴンズ,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 楽園追放,S_fc35847e17,パチスロ 楽園追放,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 涼宮ハルヒの憂鬱,S_9a4141f73d,パチスロ 涼宮ハルヒの憂鬱,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 炎炎ノ消防隊,S_2d69937350,パチスロ 炎炎ノ消防隊,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 犬夜叉(2022年),S_82f91aa0d9,パチスロ 犬夜叉(2022年),S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 甲鉄城のカバネリ,S_13f941f93f,パチスロ 甲鉄城のカバネリ,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 百花繚乱 サムライガールズ(2021年),S_371fd46d6d,パチスロ 百花繚乱 サムライガールズ(2021年),S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 真俺の空,S_4464801327,パチスロ 真俺の空,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 緋弾のアリアⅡ,S_e774276543,パチスロ 緋弾のアリアⅡ,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 織田信奈の野望,S_aa9b2f2fbf,パチスロ 織田信奈の野望,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 聖闘士星矢-冥王復活-,S_85e3fb3d6c,パチスロ 聖闘士星矢-冥王復活-,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 花伝,S_5cf01d7630,パチスロ 花伝,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 花伝-30,S_3e17b35d9d,パチスロ 花伝-30,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 蒼天の拳2,S_58ab03bb4b,パチスロ 蒼天の拳2,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 蒼天の拳4,S_7b4ed562d5,パチスロ 蒼天の拳4,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 蒼穹のファフナー,S_d5d21862fc,パチスロ 蒼穹のファフナー,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 蒼穹のファフナー EXODUS,S_ffd4fc83f3,パチスロ 蒼穹のファフナー EXODUS,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 蛇喰夢子という女,S_1517dedad4,パチスロ 蛇喰夢子という女,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 言い訳はさせないわよ!by壇蜜,S_84d0e67a9d,パチスロ 言い訳はさせないわよ!by壇蜜,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 輪廻のラグランジェ,S_7179d1db31,パチスロ 輪廻のラグランジェ,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 這いよれ!ニャル子さん,S_42d251e0b1,パチスロ 這いよれ!ニャル子さん,S,,,パチスロ,series_name未分類のため確認推奨,pending
パチスロ 鉄拳3rd,S_0560fc9c17,パチスロ 鉄拳3rd,S,,,パチスロ,series_name未分類のため確認推奨,pending
